City,PM2.5,PM10,NO2,SO2,CO,O3,AQI
Mumbai,73.1,193.1,17.8,75.5,3.04,34.3,400.5
Chennai,318.7,226.6,12.5,18.1,9.49,33.8,290.3
Kolkata,71.9,164.4,98.1,70.1,1.01,35.5,325.7
Bangalore,156.7,430.4,105.3,68.0,4.57,60.2,251.8
Delhi,154.4,408.6,143.2,63.4,4.48,3.5,77.3
Mumbai,164.6,248.9,96.1,72.0,3.27,85.4,52.5
Chennai,246.0,318.0,44.8,3.3,5.46,193.3,338.2
Kolkata,470.5,250.7,0.9,45.8,9.15,63.3,328.1
Bangalore,94.6,63.9,71.7,10.8,5.71,74.7,471.4
Delhi,154.6,581.6,125.2,19.5,2.88,65.0,366.0
Mumbai,41.1,179.0,117.5,31.8,9.98,145.6,420.1
Chennai,217.5,42.7,83.7,31.7,9.25,6.5,278.6
Kolkata,102.7,161.5,16.3,37.8,4.01,11.8,180.4
Bangalore,139.3,422.7,33.5,54.6,6.32,117.8,75.9
Delhi,178.6,408.1,112.4,8.8,2.91,21.2,196.4
Mumbai,392.4,124.2,128.9,32.8,3.38,47.7,411.7
Chennai,450.7,379.0,34.7,46.6,1.06,52.4,67.9
Kolkata,389.5,106.0,116.4,91.0,5.09,76.5,274.3
Bangalore,13.5,119.1,118.9,92.4,3.48,196.2,145.5
Delhi,354.6,158.2,117.8,60.5,2.92,176.7,292.3
Mumbai,205.7,313.5,123.6,13.0,1.53,193.8,290.9
Chennai,491.9,65.1,65.4,51.8,3.36,6.0,66.2
Kolkata,215.4,517.9,90.7,81.7,1.46,60.7,36.6
Bangalore,337.1,105.4,123.7,47.7,4.52,137.7,36.4
Delhi,278.2,314.2,45.2,6.4,3.71,28.6,246.1
Mumbai,30.1,158.1,82.5,21.1,2.94,188.4,354.9
Chennai,444.1,173.7,60.1,83.3,7.61,32.9,499.5
Kolkata,2.6,448.5,30.4,31.4,7.04,72.4,49.5
Bangalore,269.5,329.0,5.8,74.8,1.85,43.4,454.5
Delhi,131.9,280.9,15.9,13.8,8.52,198.9,439.2
Mumbai,124.5,359.4,102.2,16.2,0.6,144.1,66.9
Chennai,80.8,39.3,64.3,65.1,5.4,161.3,491.0
Kolkata,241.8,584.8,36.2,65.6,2.21,105.7,233.1
Bangalore,109.1,545.6,82.1,41.5,6.41,22.1,278.5
Delhi,22.0,234.5,47.1,37.6,7.52,132.6,370.1
Mumbai,281.8,287.3,140.4,57.6,4.09,87.6,350.0
Chennai,282.2,204.4,144.4,82.8,8.79,45.0,4.3
Kolkata,26.2,541.0,145.2,10.7,2.42,151.0,22.1
Bangalore,222.3,457.2,1.0,90.2,0.86,9.9,400.5
Delhi,29.3,591.8,83.3,2.6,5.72,182.7,52.7
Mumbai,194.8,546.8,128.7,34.9,1.84,83.8,212.5
Chennai,362.3,50.0,141.3,18.1,2.65,116.3,261.5
Kolkata,168.3,416.6,84.4,2.3,5.5,139.7,87.5
Bangalore,429.1,291.1,132.0,8.0,7.54,19.4,395.1
Delhi,229.6,448.7,7.2,36.1,5.55,48.0,222.7
Mumbai,39.8,90.3,131.4,83.8,5.47,103.4,409.0
Chennai,347.3,296.7,94.3,43.3,3.1,38.5,479.3
Kolkata,490.3,91.6,108.2,22.0,8.86,176.3,294.3
Bangalore,443.7,387.5,27.2,51.2,0.41,28.5,316.9
Delhi,227.5,213.5,73.9,74.8,0.93,168.6,168.0
Mumbai,71.6,180.5,137.8,30.1,7.01,35.7,273.4
Chennai,298.7,213.4,11.7,8.8,4.48,62.3,139.7
Kolkata,129.3,38.9,37.0,93.5,9.59,187.9,179.8
Bangalore,463.0,245.2,9.7,34.8,4.17,7.8,461.0
Delhi,51.0,247.0,55.2,42.6,5.11,71.9,128.3
Mumbai,342.9,442.1,108.0,77.7,6.59,54.6,82.1
Chennai,9.4,311.9,76.8,94.2,2.33,157.4,89.1
Kolkata,7.2,447.0,124.5,96.6,4.15,125.0,12.7
Bangalore,51.1,39.2,134.5,96.7,7.95,118.9,197.8
Delhi,190.3,21.2,111.7,66.6,6.17,25.0,491.6
Mumbai,348.2,568.8,123.1,30.8,5.88,104.6,481.0
Chennai,349.0,65.7,71.5,61.9,4.49,189.5,72.0
Kolkata,489.2,448.7,132.4,28.1,4.29,40.2,45.9
Bangalore,377.9,406.6,84.4,46.2,6.95,84.5,349.6
Delhi,461.3,93.5,103.1,70.0,7.59,143.7,150.9
Mumbai,332.1,9.9,136.1,34.1,5.63,83.9,347.4
Chennai,405.8,376.1,136.2,47.4,2.01,63.4,495.2
Kolkata,46.1,494.4,50.3,91.8,8.48,155.9,440.5
Bangalore,140.7,62.7,67.8,60.7,0.82,33.4,265.2
Delhi,314.2,20.3,130.5,62.3,8.25,156.3,474.9
Mumbai,54.2,66.2,47.3,74.6,9.61,128.9,143.8
Chennai,477.2,167.4,71.6,79.0,9.35,138.9,268.3
Kolkata,416.7,176.2,9.0,69.7,7.28,186.2,64.2
Bangalore,450.8,127.8,60.3,17.4,3.64,78.6,313.0
Delhi,8.0,248.2,47.6,54.3,0.77,138.0,96.8
Mumbai,469.0,145.0,10.7,54.9,1.0,30.7,407.9
Chennai,47.6,99.6,41.8,22.5,6.06,66.5,478.1
Kolkata,291.3,497.7,106.0,21.0,5.93,151.5,143.7
Bangalore,335.2,447.6,131.9,59.4,6.54,175.2,10.7
Delhi,58.0,582.7,116.0,11.3,7.86,56.2,308.3
Mumbai,101.4,584.4,138.1,44.2,4.31,13.9,167.7
Chennai,332.6,131.2,126.1,0.9,7.04,18.0,270.7
Kolkata,320.4,357.3,87.3,91.2,1.06,170.2,124.1
Bangalore,453.0,320.0,21.5,59.9,8.86,50.2,293.1
Delhi,430.7,337.0,30.6,1.8,3.61,150.4,479.6
Mumbai,191.1,537.8,109.1,7.1,2.58,11.4,401.2
Chennai,384.3,169.4,141.4,94.5,1.71,173.4,226.8
Kolkata,6.9,83.1,111.1,50.3,6.72,68.6,255.0
Bangalore,51.1,421.4,108.7,16.9,4.32,0.8,295.3
Delhi,276.0,589.2,136.4,31.0,8.86,182.7,259.7
Mumbai,330.6,374.5,6.3,42.1,4.51,3.9,487.0
Chennai,195.2,132.7,114.2,2.5,9.78,13.4,223.7
Kolkata,9.5,513.0,28.9,47.7,3.18,13.4,317.2
Bangalore,268.2,206.4,25.7,28.1,5.02,53.8,121.8
Delhi,314.9,93.0,62.0,85.8,3.52,53.9,382.0
Mumbai,497.2,367.3,117.2,33.4,5.39,74.9,129.2
Chennai,21.0,447.9,142.0,2.1,6.52,26.6,428.6
Kolkata,216.4,106.2,54.6,20.5,9.14,161.7,178.9
Bangalore,160.9,118.8,46.4,68.4,0.3,133.2,478.2
Delhi,476.0,273.9,91.5,38.2,6.39,166.9,467.1
Mumbai,153.8,15.3,60.7,55.9,4.36,103.5,34.7
Chennai,83.8,320.2,2.1,52.8,6.23,26.0,152.2
Kolkata,220.9,350.4,77.5,71.9,1.16,100.1,242.8
Bangalore,496.5,468.5,88.1,21.4,2.65,182.8,433.7
Delhi,261.3,65.1,13.5,82.1,4.42,105.5,81.8
Mumbai,274.1,563.9,96.4,80.6,6.83,199.9,311.3
Chennai,169.6,165.0,58.1,54.6,9.65,73.9,357.0
Kolkata,41.7,267.2,136.0,91.3,5.86,168.2,493.1
Bangalore,217.9,415.2,108.7,19.3,3.77,139.1,394.1
Delhi,355.2,269.6,144.9,10.9,5.89,75.8,116.6
Mumbai,93.0,444.4,79.7,80.9,3.31,74.5,487.0
Chennai,452.9,106.4,126.2,58.9,5.81,115.2,412.6
Kolkata,283.2,444.8,108.3,61.9,5.05,44.5,340.8
Bangalore,63.3,399.0,92.0,37.8,9.22,159.9,33.7
Delhi,95.9,142.5,115.3,22.7,2.47,165.0,340.3
Mumbai,257.9,424.9,62.1,76.6,4.05,85.4,267.2
Chennai,215.0,492.9,57.6,38.9,3.8,72.2,421.5
Kolkata,251.4,390.1,82.4,2.2,7.31,140.5,29.7
Bangalore,198.0,147.8,48.0,80.4,0.31,179.2,36.4
Delhi,422.7,354.8,11.1,25.5,9.54,47.4,263.4
Mumbai,103.0,266.1,54.8,31.5,0.28,85.3,272.0
Chennai,413.2,13.7,114.6,55.4,7.69,177.2,175.9
Kolkata,178.0,469.1,10.3,60.4,4.13,61.8,225.5
Bangalore,20.2,514.5,26.3,40.3,9.17,73.8,71.1
Delhi,217.7,531.3,102.9,46.1,1.55,121.6,350.1
Mumbai,379.1,157.0,21.1,20.2,8.44,1.1,43.1
Chennai,148.8,180.4,64.1,14.8,9.43,176.2,212.0
Kolkata,130.6,449.4,105.7,6.3,8.01,156.7,495.1
Bangalore,102.2,420.5,101.3,79.6,8.74,99.6,302.1
Delhi,289.4,67.5,47.5,9.7,5.01,192.1,434.0
Mumbai,222.0,282.3,9.7,53.7,4.24,49.8,34.7
Chennai,466.9,152.6,21.2,70.5,1.0,1.6,377.9
Kolkata,141.5,245.4,144.9,1.5,5.9,31.7,348.2
Bangalore,169.9,8.4,20.8,74.3,3.39,112.1,415.9
Delhi,418.3,241.5,77.2,63.0,5.31,90.4,210.1
Mumbai,63.1,477.2,23.1,70.6,1.73,176.4,250.1
Chennai,66.8,373.9,15.4,92.4,2.43,63.3,392.1
Kolkata,54.5,198.0,78.2,37.5,1.06,34.4,363.0
Bangalore,424.9,10.1,1.4,59.8,2.89,192.0,59.2
Delhi,87.8,151.6,21.9,95.2,1.43,33.9,280.7
Mumbai,472.7,213.3,27.3,17.3,5.97,26.4,127.7
Chennai,73.0,121.9,64.9,75.6,3.09,109.4,470.6
Kolkata,34.5,123.3,7.2,51.8,6.68,182.4,309.3
Bangalore,444.7,25.3,46.7,6.9,2.66,123.2,139.7
Delhi,355.9,593.4,95.3,30.8,1.1,192.9,239.9
Mumbai,484.7,445.7,91.1,3.2,7.13,138.4,91.9
Chennai,89.4,379.1,66.6,75.8,0.54,108.8,132.0
Kolkata,124.5,76.6,45.0,68.2,7.74,35.6,452.5
Bangalore,210.7,329.5,43.0,5.9,2.23,157.6,174.7
Delhi,255.0,422.4,30.2,69.8,6.54,139.1,482.6
Mumbai,58.0,16.2,26.0,22.4,8.32,91.4,259.6
Chennai,268.1,486.7,104.7,10.1,1.29,84.0,129.6
Kolkata,434.9,278.4,12.7,43.1,2.8,23.9,43.6
Bangalore,76.5,382.2,37.2,81.9,2.6,81.8,286.0
Delhi,409.3,62.5,2.6,89.6,8.99,40.1,207.2
Mumbai,7.0,192.8,15.0,64.7,2.33,92.5,229.6
Chennai,462.0,392.4,142.8,93.6,8.3,72.1,480.6
Kolkata,486.6,2.3,130.8,13.9,6.25,107.3,226.7
Bangalore,446.4,574.8,10.0,56.6,3.79,98.7,290.1
Delhi,285.7,112.5,83.5,94.7,2.03,186.2,391.3
Mumbai,150.2,474.8,77.0,83.5,8.08,82.7,138.2
Chennai,332.8,516.7,66.7,1.3,0.63,49.4,179.0
Kolkata,127.6,191.2,118.0,73.7,8.66,154.7,160.3
Bangalore,82.5,104.5,13.9,5.4,4.62,106.6,211.9
Delhi,75.3,413.5,56.6,76.1,1.05,47.7,265.6
Mumbai,123.2,487.5,113.4,81.7,9.38,25.1,364.6
Chennai,333.0,232.4,69.0,9.7,6.28,11.2,216.4
Kolkata,64.3,256.8,124.6,71.6,4.64,173.1,22.3
Bangalore,68.8,593.9,71.7,73.5,7.85,138.5,7.1
Delhi,316.9,21.8,35.9,44.9,6.86,195.2,12.0
Mumbai,456.8,6.1,59.9,93.8,6.76,97.4,476.7
Chennai,416.5,385.5,64.8,87.0,0.62,52.7,427.7
Kolkata,57.2,416.1,77.9,88.9,8.72,37.6,377.4
Bangalore,198.3,209.2,39.3,7.6,7.76,22.1,320.1
Delhi,340.7,572.6,99.8,38.3,6.73,136.5,455.8
Mumbai,267.3,579.1,65.1,38.2,0.61,185.9,301.4
Chennai,344.1,32.1,51.2,39.7,5.71,140.8,361.6
Kolkata,327.9,30.1,133.0,92.1,3.0,155.5,135.9
Bangalore,159.6,162.5,65.9,73.0,9.77,105.2,73.4
Delhi,205.5,160.9,12.4,69.6,9.43,195.3,277.9
Mumbai,131.8,222.1,124.0,70.7,5.13,134.2,69.2
Chennai,353.8,314.9,90.4,6.3,1.87,28.3,185.8
Kolkata,183.1,439.2,147.3,8.9,7.88,123.6,471.9
Bangalore,94.1,381.9,91.4,20.9,4.74,72.9,443.6
Delhi,114.2,353.5,38.4,93.0,8.6,37.1,415.5
Mumbai,384.0,134.7,128.4,95.4,3.23,154.5,288.7
Chennai,12.8,58.2,102.9,21.8,4.16,66.4,242.5
Kolkata,360.2,404.0,117.6,19.4,8.88,17.8,25.4
Bangalore,381.2,166.7,83.0,3.6,3.71,20.8,423.9
Delhi,181.6,499.4,21.4,10.1,3.66,20.6,436.2
Mumbai,347.9,133.5,12.3,88.0,3.17,73.0,239.0
Chennai,211.3,91.3,68.4,23.0,0.96,8.4,215.8
Kolkata,8.2,336.0,35.4,80.2,3.99,112.7,33.6
Bangalore,112.7,111.6,129.7,93.6,2.16,184.8,264.3
Delhi,75.5,475.7,30.7,53.9,8.75,149.5,376.0
Mumbai,452.5,405.0,56.6,17.3,4.93,175.4,462.0
Chennai,64.4,502.4,135.2,50.7,2.72,162.8,203.6
Kolkata,471.4,165.9,138.7,0.2,9.08,75.1,331.8
Bangalore,448.6,41.0,134.7,70.1,4.54,187.3,378.6
Delhi,144.0,240.2,139.6,61.7,8.25,142.5,137.3
Mumbai,126.6,69.9,94.4,98.5,4.37,150.6,218.0
Chennai,481.8,549.3,14.5,43.2,8.06,36.5,78.3
Kolkata,491.8,304.8,111.3,99.5,7.88,37.4,231.1
Bangalore,88.9,325.7,36.0,44.7,0.97,110.5,400.2
Delhi,39.4,526.9,46.3,92.1,0.46,27.7,453.7
Mumbai,417.6,233.3,78.1,32.7,3.66,31.2,282.5
Chennai,344.0,536.3,64.6,68.8,2.42,157.1,157.8
Kolkata,27.0,98.4,39.1,46.5,8.02,169.1,54.9
Bangalore,53.3,450.9,127.4,21.5,7.72,146.4,392.7
Delhi,471.7,517.7,14.0,32.1,4.27,102.6,328.7
Mumbai,453.3,50.5,5.7,40.3,2.01,37.7,342.6
Chennai,106.6,56.3,22.0,89.5,7.12,133.3,498.2
Kolkata,172.4,32.5,23.2,83.2,6.37,24.5,112.3
Bangalore,129.3,51.0,96.3,26.9,3.06,51.6,480.1
Delhi,8.7,203.1,13.2,51.0,4.39,26.9,369.8
Mumbai,25.6,190.9,36.6,60.5,8.16,188.3,185.7
Chennai,282.2,499.2,123.6,59.3,2.92,115.8,304.0
Kolkata,81.3,597.7,46.5,46.2,0.86,184.8,29.2
Bangalore,34.3,399.7,51.0,46.0,0.66,77.9,17.7
Delhi,63.2,506.5,97.4,90.0,5.49,180.8,306.8
Mumbai,55.9,10.8,46.7,79.6,0.67,110.9,268.6
Chennai,313.0,279.0,59.8,95.1,5.78,2.6,59.3
Kolkata,235.5,123.8,96.9,48.1,0.74,134.3,10.4
Bangalore,343.7,21.2,96.8,75.1,7.29,24.2,373.9
Delhi,55.0,515.8,136.1,54.5,0.97,3.8,462.4
Mumbai,77.1,406.6,63.1,29.6,3.55,109.5,3.9
Chennai,465.8,2.9,42.3,75.2,4.26,37.9,27.3
Kolkata,142.6,131.2,9.1,68.3,9.22,149.2,438.7
Bangalore,131.7,139.5,143.9,87.9,3.22,86.2,77.1
Delhi,209.4,254.9,32.7,55.8,0.35,198.9,232.8
Mumbai,438.1,379.8,101.1,50.2,7.21,124.8,83.4
Chennai,318.1,289.3,114.8,45.9,0.06,78.7,84.5
Kolkata,328.4,491.9,131.4,27.6,6.75,153.9,157.3
Bangalore,183.7,317.7,100.2,55.0,9.37,134.1,298.4
Delhi,291.0,254.6,24.2,8.7,2.63,135.7,275.9
Mumbai,157.8,130.9,119.6,31.2,5.6,171.9,125.4
Chennai,102.9,571.0,45.7,12.4,3.04,57.3,168.9
Kolkata,44.1,548.4,123.9,45.2,8.51,180.1,372.8
Bangalore,200.5,150.1,83.4,73.9,2.65,27.7,97.2
Delhi,436.1,103.6,48.7,63.3,9.34,94.8,203.1
Mumbai,226.3,46.7,46.1,40.2,1.94,103.4,305.4
Chennai,331.3,301.1,72.4,96.7,4.46,20.2,208.2
Kolkata,279.8,550.4,121.9,21.3,0.8,108.2,156.4
Bangalore,402.8,564.8,84.9,46.1,8.64,188.8,209.4
Delhi,238.1,390.7,20.1,43.4,4.22,71.9,194.1
Mumbai,312.3,262.6,45.1,29.3,9.1,185.0,134.5
Chennai,71.5,112.3,144.1,29.5,7.6,57.8,350.2
Kolkata,309.0,249.3,14.3,93.3,5.75,176.9,69.6
Bangalore,172.5,89.0,101.9,81.9,5.92,19.8,278.1
Delhi,148.0,34.4,2.6,12.9,6.24,100.0,427.9
Mumbai,206.4,214.0,55.7,61.2,7.56,63.6,350.5
Chennai,365.3,260.5,10.4,65.0,9.53,33.0,13.8
Kolkata,8.9,518.2,101.6,34.2,9.41,54.2,162.2
Bangalore,115.2,469.8,78.7,87.8,1.48,27.5,232.2
Delhi,18.3,536.6,51.4,52.7,0.65,164.4,454.1
Mumbai,69.3,477.1,57.6,1.4,1.79,107.2,445.3
Chennai,95.9,253.0,142.0,13.1,4.72,66.9,333.7
Kolkata,230.4,132.4,126.7,88.1,0.72,2.1,357.8
Bangalore,254.7,418.4,57.2,77.1,1.38,100.1,2.8
Delhi,187.5,71.1,87.0,42.5,1.37,153.1,142.7
Mumbai,8.7,433.1,106.6,72.6,3.76,148.6,498.7
Chennai,312.4,339.3,94.2,22.2,2.87,62.5,305.2
Kolkata,392.6,505.3,9.9,80.2,3.09,53.5,98.7
Bangalore,205.0,562.4,89.7,96.5,6.31,185.7,435.1
Delhi,46.7,357.1,33.4,46.7,7.61,86.5,240.9
Mumbai,248.5,433.0,109.0,64.6,5.96,11.4,71.6
Chennai,394.5,467.3,63.8,44.9,8.99,83.7,479.0
Kolkata,330.3,526.0,5.3,70.2,5.45,131.3,61.7
Bangalore,56.0,313.1,70.1,65.6,8.7,178.9,284.8
Delhi,225.2,452.7,32.4,2.6,7.51,44.7,15.5
Mumbai,85.5,526.1,98.1,87.7,3.6,178.1,55.3
Chennai,114.3,189.6,135.8,65.2,0.31,145.3,428.2
Kolkata,168.4,403.7,81.7,14.4,1.15,130.0,336.4
Bangalore,48.6,27.1,0.2,98.8,1.27,125.7,65.9
Delhi,262.0,302.4,118.1,85.7,9.24,154.8,102.6
Mumbai,170.1,468.9,72.7,17.5,9.92,153.3,396.2
Chennai,97.3,484.8,137.5,22.6,2.01,152.3,253.9
Kolkata,70.0,308.5,149.8,2.2,7.46,115.5,88.8
Bangalore,42.4,242.8,2.9,63.3,5.47,114.5,379.2
Delhi,385.8,270.2,105.1,39.0,4.17,185.9,91.9
Mumbai,46.5,11.4,106.2,96.8,9.54,161.2,404.7
Chennai,479.7,351.0,66.6,73.5,8.46,158.6,201.5
Kolkata,422.7,533.4,2.8,19.4,6.54,47.8,224.7
Bangalore,60.1,546.3,79.3,61.2,9.98,4.5,348.2
Delhi,375.6,66.0,50.2,44.8,1.15,146.7,241.6
Mumbai,425.9,504.0,78.5,94.3,2.64,35.5,60.2
Chennai,360.2,75.1,149.4,43.8,0.66,70.8,474.0
Kolkata,389.9,358.6,94.4,28.1,5.33,131.0,493.7
Bangalore,60.6,266.0,92.2,23.1,3.78,20.3,257.1
Delhi,309.9,168.6,50.2,45.9,9.85,151.5,181.0
Mumbai,417.1,105.1,75.5,73.7,4.29,66.4,70.3
Chennai,373.7,572.0,49.0,66.0,5.93,144.1,2.5
Kolkata,371.3,331.0,26.9,4.1,4.36,63.0,199.1
Bangalore,21.7,345.2,56.1,51.8,2.12,49.6,205.1
Delhi,63.2,574.8,69.4,8.9,3.86,50.2,433.0
Mumbai,73.4,463.1,72.2,28.2,4.63,76.2,279.9
Chennai,238.1,265.0,77.7,51.8,4.09,52.3,191.6
Kolkata,280.2,457.1,115.5,23.7,2.95,159.9,168.6
Bangalore,482.2,89.7,144.9,46.6,8.15,152.6,398.8
Delhi,439.0,193.1,41.9,97.0,8.3,32.6,354.1
Mumbai,317.4,535.3,97.0,38.7,7.86,75.0,92.7
Chennai,69.8,335.7,72.8,63.4,0.29,2.2,193.9
Kolkata,131.6,405.1,55.2,49.1,7.69,130.2,415.0
Bangalore,185.2,252.4,129.5,74.0,1.11,103.7,243.7
Delhi,329.3,508.7,72.7,10.3,0.12,92.3,375.0
Mumbai,181.1,593.7,91.5,75.3,2.86,50.3,228.9
Chennai,188.8,308.6,35.3,11.6,7.36,187.6,130.4
Kolkata,458.3,66.4,37.9,38.8,3.03,174.2,107.1
Bangalore,92.5,81.2,102.7,55.6,3.24,193.5,22.9
Delhi,11.2,209.7,80.4,71.7,2.59,80.9,323.4
Mumbai,22.5,599.7,16.7,98.6,4.9,179.0,377.1
Chennai,348.5,161.3,110.8,61.9,0.13,135.9,444.8
Kolkata,312.7,142.1,17.0,89.6,8.05,73.2,163.1
Bangalore,86.0,372.1,70.7,20.3,8.2,180.4,154.4
Delhi,353.6,423.9,18.7,91.7,0.75,81.4,333.1
Mumbai,363.8,470.9,58.5,94.2,4.75,102.8,388.8
Chennai,486.2,116.0,2.8,73.1,0.77,198.5,78.2
Kolkata,86.9,470.6,100.1,70.2,4.01,35.6,351.2
Bangalore,437.2,217.0,86.5,20.3,8.41,111.4,372.7
Delhi,294.3,264.7,9.0,12.4,7.55,85.6,478.8
Mumbai,289.0,383.9,97.7,67.6,9.34,58.8,74.3
Chennai,83.8,568.5,134.3,71.3,9.14,141.7,166.5
Kolkata,382.2,226.6,121.3,43.9,9.8,125.8,33.2
Bangalore,288.9,313.4,106.4,85.5,2.77,98.6,77.4
Delhi,315.5,539.9,87.0,11.7,8.13,144.4,282.1
Mumbai,202.0,52.7,16.7,15.3,7.11,178.2,126.5
Chennai,339.0,301.6,80.0,64.8,9.89,64.0,406.0
Kolkata,144.0,117.0,8.9,8.6,0.95,148.8,83.8
Bangalore,135.2,309.7,26.1,95.2,3.74,5.6,194.5
Delhi,341.0,547.3,71.8,49.0,9.06,26.7,9.5
Mumbai,423.2,138.0,4.8,78.0,4.64,67.9,124.9
Chennai,447.8,119.7,125.6,62.1,8.62,127.5,88.0
Kolkata,371.8,435.3,3.9,52.3,5.01,35.5,203.3
Bangalore,99.6,187.3,56.9,48.6,7.23,132.6,238.7
Delhi,70.8,582.4,149.7,59.5,9.04,75.6,166.5
Mumbai,80.4,263.7,18.7,84.2,1.22,60.3,490.6
Chennai,210.4,299.8,139.2,31.8,7.11,80.0,178.7
Kolkata,102.0,531.7,77.5,86.7,8.71,126.4,481.4
Bangalore,267.1,45.2,56.5,77.8,5.76,115.7,379.9
Delhi,424.4,48.3,147.9,88.6,1.92,151.7,199.7
Mumbai,385.9,208.7,42.4,47.6,0.98,40.1,62.3
Chennai,220.9,411.1,132.1,73.9,4.49,82.9,176.0
Kolkata,230.7,242.6,104.1,20.5,4.83,95.9,187.5
Bangalore,101.5,271.3,105.2,10.3,6.57,2.0,268.9
Delhi,172.2,283.0,113.5,51.5,1.47,85.0,390.2
Mumbai,137.1,101.1,93.2,6.2,2.76,9.2,499.5
Chennai,411.0,452.2,52.7,66.8,8.26,56.3,35.5
Kolkata,35.7,24.6,127.0,33.5,6.79,127.9,494.8
Bangalore,225.2,307.1,15.4,8.3,9.06,29.5,152.1
Delhi,473.7,205.5,20.4,69.9,2.12,102.5,283.5
Mumbai,289.4,101.6,6.8,68.6,4.34,189.9,43.7
Chennai,265.5,406.2,129.8,62.9,1.09,186.6,137.6
Kolkata,3.3,182.4,43.8,5.8,1.26,162.6,196.3
Bangalore,393.9,196.9,102.4,66.8,6.31,109.6,478.0
Delhi,198.0,382.8,76.1,42.8,5.38,132.1,241.0
Mumbai,205.8,481.5,62.1,30.7,5.58,31.4,466.4
Chennai,323.6,187.6,101.7,90.7,9.32,148.1,280.5
Kolkata,353.3,480.3,144.7,36.0,3.41,44.9,141.5
Bangalore,119.1,385.9,38.1,56.1,6.56,199.7,372.3
Delhi,134.5,200.9,116.7,17.0,3.06,17.3,241.5
Mumbai,173.3,584.9,123.2,68.7,0.42,183.0,163.2
Chennai,398.3,577.4,82.7,28.5,9.86,3.2,192.7
Kolkata,478.1,360.9,121.4,14.3,4.06,82.2,0.8
Bangalore,487.5,310.1,70.1,81.4,4.76,52.9,430.6
Delhi,91.9,325.1,145.3,35.9,9.37,197.7,65.6
Mumbai,121.3,151.2,135.1,73.2,1.41,140.2,309.9
Chennai,498.7,521.8,106.6,2.8,8.54,90.7,277.5
Kolkata,18.4,217.4,33.6,49.4,5.44,165.6,420.7
Bangalore,408.6,319.0,135.2,98.3,6.08,1.5,321.1
Delhi,464.3,274.5,93.2,40.0,0.67,197.5,188.4
Mumbai,386.7,434.1,57.9,21.4,5.27,68.4,231.0
Chennai,297.8,565.5,25.5,92.5,4.48,71.8,267.4
Kolkata,23.5,322.5,14.2,24.6,7.06,117.1,112.5
Bangalore,381.1,394.0,93.0,12.9,3.43,196.6,335.1
Delhi,198.7,210.4,81.9,7.8,1.64,47.0,74.1
Mumbai,213.8,258.1,80.2,92.1,2.74,176.3,215.8
Chennai,423.5,19.9,25.7,55.8,5.4,130.9,330.8
Kolkata,357.7,464.7,48.9,81.8,3.75,99.5,307.3
Bangalore,64.9,328.7,106.6,33.0,3.23,147.8,63.6
Delhi,496.4,126.1,127.3,70.9,4.95,169.1,472.8
Mumbai,58.7,224.6,126.9,9.6,0.09,20.2,158.5
Chennai,338.1,142.0,144.3,32.9,4.01,159.3,149.0
Kolkata,431.2,110.3,144.3,14.7,8.93,121.0,380.2
Bangalore,495.6,405.9,130.9,42.4,5.97,45.9,366.6
Delhi,246.9,24.5,24.0,66.9,1.41,9.8,315.5
Mumbai,59.7,446.6,129.8,23.6,8.98,149.9,414.7
Chennai,275.9,302.8,116.4,21.7,4.25,37.7,417.5
Kolkata,298.5,323.7,88.3,22.1,1.53,36.6,443.1
Bangalore,256.3,581.5,27.6,28.8,3.59,127.6,129.5
Delhi,366.2,262.3,4.3,67.2,9.29,137.9,264.9
Mumbai,225.8,445.6,121.0,39.4,2.89,66.5,341.2
Chennai,69.0,568.1,42.1,63.2,1.96,46.7,20.2
Kolkata,28.4,211.3,145.5,80.4,4.04,141.0,458.1
Bangalore,470.5,547.1,11.6,57.1,0.61,32.9,364.0
Delhi,274.1,411.6,136.3,12.8,3.43,54.4,413.6
Mumbai,344.2,240.1,82.4,64.3,4.92,104.1,240.3
Chennai,278.8,189.3,0.4,41.9,7.77,107.3,71.9
Kolkata,387.1,579.5,127.3,67.4,2.07,167.0,24.0
Bangalore,17.4,75.3,3.0,64.8,5.95,3.8,53.6
Delhi,415.4,448.7,54.3,32.9,1.53,121.3,445.7
Mumbai,274.9,582.8,135.3,88.9,0.04,113.7,332.2
Chennai,99.1,313.9,80.6,1.8,3.71,90.9,320.9
Kolkata,32.9,119.4,60.1,41.5,4.94,14.7,374.7
Bangalore,32.3,594.0,84.9,81.8,0.66,125.7,252.9
Delhi,7.9,211.2,136.7,63.7,3.59,165.4,48.6
Mumbai,365.6,236.1,144.7,16.7,6.1,186.2,454.2
Chennai,269.6,415.9,65.0,19.5,1.99,55.6,367.3
Kolkata,487.4,463.3,65.3,89.6,6.45,83.8,449.5
Bangalore,331.7,94.4,97.1,77.7,2.3,197.9,393.0
Delhi,317.0,388.9,128.6,21.8,9.48,132.3,474.2
Mumbai,355.0,172.1,127.4,95.5,2.27,39.5,398.5
Chennai,398.1,317.6,43.7,9.2,0.91,83.1,293.0
Kolkata,361.2,445.5,85.2,99.9,0.39,41.7,302.5
Bangalore,363.8,229.0,87.0,17.4,2.33,103.2,79.8
Delhi,133.9,188.0,127.4,57.5,9.09,56.7,206.3
